timestamp,node1,node2,node3,node4,node5,node6,node7
5.79,100,0,5.2,1.28,0,0,0
5.8,100,0,0,0.08,0,0,0
5.81,100,0,12.08,0.08,0,0,0
5.82,100,9.36,11.52,0.08,0,10.56,0
5.83,100,2.24,0,0,0,1.2,0
5.84,100,0,0,11.12,2.24,0,0
5.85,100,0,0.08,0,0,0,0.08
5.86,100,0,0,0,0.56,39.84,16.8
5.87,100.08,39.76,17.6,0,2.56,0,2.24
5.88,100,0.08,23.2,0,0.32,0,2.4
5.89,100,0.08,52.96,0,0.96,0,0.88
5.9,100,0.08,0.08,8.24,27.68,0,10.72
5.91,88.96,0,0,11.84,0,0,0.08
5.92,2.56,0,0,0,0.8,0,0
5.93,51.2,1.76,0,0,0,0.08,0
5.94,100,1.92,0,0,0,0,0.24
5.95,100,1.2,52.48,0,0,9.6,3.52
5.96,100,0,23.68,9.98,0.4,1.12,1.52
5.97,100,1.36,0,0,2.56,1.36,1.36
5.98,100,12.88,0,0,0.72,0.08,0.64
5.99,100,0,0,1.36,0,9.92,0.08
6,100,16.32,0.08,0,2.56,14.88,0
6.01,100,0,76.08,0,0.32,12.08,0
6.02,100,0,0.08,0.16,0.64,0.08,0.08
6.03,100,0.08,0,0,0.08,0,0.08
6.04,100,0.08,0,5.44,0,0.08,0
6.05,100,5.12,0,0,0,0,0
6.06,100,6.56,5.44,10.88,0,2.24,0
6.07,61.36,1.76,5.6,11.2,0,0.08,1.36
6.08,2.56,0.8,0,0,0,9.68,0.08
6.09,95.44,0,0,0,0.08,2.32,0
6.1,100,3.52,5.68,0.08,0.08,5.2,0
6.11,100,2.4,6.64,0,5.68,24.72,0
6.12,100,0,10.72,0,3.12,0,0
6.13,100,0,11.28,18.88,65.12,11.44,1.52
6.14,100,10.88,31.04,27.76,0,2.48,21.76
6.15,100,13.04,66.16,48.4,0,59.28,6.48
6.16,100,18.48,27.6,0.08,0.08,2.48,0
6.17,100,24.32,0,0,0.08,21.2,0.16
6.18,100,18.24,0.08,0.08,0,6.96,28.08
6.19,100,69.84,0,0.08,3.28,0,0
6.2,100,6.56,0.08,0,0,0,0
6.21,100,0,0.08,58,37.44,0,28.16
6.22,91.12,0,76.24,18.16,38.64,28.08,0
